num_instruments,window,mse_monthly,sharpe_ratio
3,60,1.159019918551832e-06,0.9932418591409838
3,60,1.159019918551832e-06,0.9932418591409838
3,60,1.159019918551832e-06,0.9932418591409838
3,60,1.159019918551832e-06,0.9932418591409838
3,10,4.4416551990606806e-07,0.638210838113176
3,10,4.3991979348194145e-07,0.6394990855418483
3,10,4.3991979348194145e-07,0.6394990855418483
3,10,4.3991979348194145e-07,0.6394990855418483
3,20,8.49756067814213e-07,0.6882182054485315
3,20,8.49756067814213e-07,0.6882182054485315
3,20,8.49756067814213e-07,0.6882182054485315
3,20,8.49756067814213e-07,0.6882182054485315
3,30,1.0510260487714973e-06,0.7496750988277835
3,30,1.0510260487714973e-06,0.7496750988277835
3,30,1.0510260487714973e-06,0.7496750988277835
3,30,1.0510260487714973e-06,0.7496750988277835
3,40,1.110226141147348e-06,0.8363236655412715
3,40,1.110226141147348e-06,0.8363236655412715
3,40,1.110226141147348e-06,0.8363236655412715
3,40,1.110226141147348e-06,0.8363236655412715
3,50,1.1281520744540876e-06,0.910370030347505
3,50,1.1281520744540876e-06,0.910370030347505
3,50,1.1281520744540876e-06,0.910370030347505
3,50,1.1281520744540876e-06,0.910370030347505
3,60,1.159019918551832e-06,0.9932418591409838
3,60,1.159019918551832e-06,0.9932418591409838
3,60,1.159019918551832e-06,0.9932418591409838
3,60,1.159019918551832e-06,0.9932418591409838
3,10,4.3991979348194145e-07,0.6394990855418483
3,10,4.3991979348194145e-07,0.6394990855418483
3,10,4.3991979348194145e-07,0.6394990855418483
3,10,4.3991979348194145e-07,0.6394990855418483
3,20,8.49756067814213e-07,0.6882182054485315
3,20,8.49756067814213e-07,0.6882182054485315
3,20,8.49756067814213e-07,0.6882182054485315
3,20,8.49756067814213e-07,0.6882182054485315
3,30,1.0510260487714973e-06,0.7496750988277835
3,30,1.0515046849283393e-06,0.7511541877190054
3,30,1.0510260487714973e-06,0.7496750988277835
3,30,1.0510260487714973e-06,0.7496750988277835
3,40,1.110226141147348e-06,0.8363236655412715
3,40,1.110226141147348e-06,0.8363236655412715
3,40,1.1106257686026789e-06,0.8373609629452143
3,40,1.110226141147348e-06,0.8363236655412715
3,50,1.1281520744540876e-06,0.910370030347505
3,50,1.1281520744540876e-06,0.910370030347505
3,50,1.1281520744540876e-06,0.910370030347505
3,50,1.1281520744540876e-06,0.910370030347505
3,60,1.159019918551832e-06,0.9932418591409838
3,60,1.159019918551832e-06,0.9932418591409838
3,60,1.159019918551832e-06,0.9932418591409838
3,60,1.159019918551832e-06,0.9932418591409838
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,50,1.1281520744540876e-06,0.910370030347505
4,50,1.1281520744540876e-06,0.910370030347505
4,50,1.1281520744540876e-06,0.910370030347505
4,50,1.1281520744540876e-06,0.910370030347505
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.495263588669788e-07,0.687211592331626
4,30,1.050842365258614e-06,0.7487619889753369
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,50,1.1279550746437574e-06,0.9099334740080952
4,50,1.1281520744540876e-06,0.910370030347505
4,50,1.1281520744540876e-06,0.910370030347505
4,50,1.1281520744540876e-06,0.910370030347505
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.1586112701217132e-06,0.9931142204546226
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,50,1.1281520744540876e-06,0.910370030347505
4,50,1.1281520744540876e-06,0.910370030347505
4,50,1.1273932203674986e-06,0.9173986712641979
4,50,1.1281520744540876e-06,0.910370030347505
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.3991979348194145e-07,0.6394990855418483
4,10,4.402378488375847e-07,0.6388661047440827
4,10,4.3991979348194145e-07,0.6394990855418483
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,20,8.49756067814213e-07,0.6882182054485315
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,30,1.0510260487714973e-06,0.7496750988277835
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,40,1.110226141147348e-06,0.8363236655412715
4,50,1.1281520744540876e-06,0.910370030347505
4,50,1.1279550746437574e-06,0.9099334740080952
4,50,1.1281520744540876e-06,0.910370030347505
4,50,1.1281520744540876e-06,0.910370030347505
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
4,60,1.159019918551832e-06,0.9932418591409838
5,10,4.402378488375847e-07,0.6388661047440827
5,10,4.3991979348194145e-07,0.6394990855418483
5,10,4.402378488375847e-07,0.6388661047440827
5,10,4.402378488375847e-07,0.6388661047440827
5,20,8.49756067814213e-07,0.6882182054485315
5,20,8.495263588669788e-07,0.687211592331626
5,20,8.49756067814213e-07,0.6882182054485315
5,20,8.495263588669788e-07,0.687211592331626
5,30,1.050842365258614e-06,0.7487619889753369
5,30,1.0510260487714973e-06,0.7496750988277835
5,30,1.0510260487714973e-06,0.7496750988277835
5,30,1.0510260487714973e-06,0.7496750988277835
5,40,1.1102399386582767e-06,0.8357383257568016
5,40,1.1102399386582767e-06,0.8357383257568016
5,40,1.110226141147348e-06,0.8363236655412715
5,40,1.1102399386582767e-06,0.8357383257568016
5,50,1.1281520744540876e-06,0.910370030347505
5,50,1.1281520744540876e-06,0.910370030347505
5,50,1.1279550746437574e-06,0.9099334740080952
5,50,1.1279550746437574e-06,0.9099334740080952
5,60,1.1586112701217132e-06,0.9931142204546226
5,60,1.159019918551832e-06,0.9932418591409838
5,60,1.159019918551832e-06,0.9932418591409838
5,60,1.1586112701217132e-06,0.9931142204546226
5,10,4.3991979348194145e-07,0.6394990855418483
5,10,4.402378488375847e-07,0.6388661047440827
5,10,4.3991979348194145e-07,0.6394990855418483
5,10,4.40344862097301e-07,0.6378573988798945
5,20,8.495263588669788e-07,0.687211592331626
5,20,8.49756067814213e-07,0.6882182054485315
5,20,8.49756067814213e-07,0.6882182054485315
5,20,8.495263588669788e-07,0.687211592331626
5,30,1.0510260487714973e-06,0.7496750988277835
5,30,1.0510260487714973e-06,0.7496750988277835
5,30,1.0510260487714973e-06,0.7496750988277835
5,30,1.050842365258614e-06,0.7487619889753369
5,40,1.110226141147348e-06,0.8363236655412715
5,40,1.110226141147348e-06,0.8363236655412715
5,40,1.110226141147348e-06,0.8363236655412715
5,40,1.1102399386582767e-06,0.8357383257568016
5,50,1.1281520744540876e-06,0.910370030347505
5,50,1.1279550746437574e-06,0.9099334740080952
5,50,1.1281520744540876e-06,0.910370030347505
5,50,1.1281520744540876e-06,0.910370030347505
5,60,1.1586112701217132e-06,0.9931142204546226
5,60,1.1586112701217132e-06,0.9931142204546226
5,60,1.1586112701217132e-06,0.9931142204546226
5,60,1.1586112701217132e-06,0.9931142204546226
5,10,4.3991979348194145e-07,0.6394990855418483
5,10,4.402378488375847e-07,0.6388661047440827
5,10,4.402378488375847e-07,0.6388661047440827
5,10,4.3991979348194145e-07,0.6394990855418483
5,20,8.49756067814213e-07,0.6882182054485315
5,20,8.495263588669788e-07,0.687211592331626
5,20,8.495263588669788e-07,0.687211592331626
5,20,8.495263588669788e-07,0.687211592331626
5,30,1.050842365258614e-06,0.7487619889753369
5,30,1.0510260487714973e-06,0.7496750988277835
5,30,1.050842365258614e-06,0.7487619889753369
5,30,1.050842365258614e-06,0.7487619889753369
5,40,1.1102399386582767e-06,0.8357383257568016
5,40,1.1102399386582767e-06,0.8357383257568016
5,40,1.1106395661136074e-06,0.8367758593908343
5,40,1.110226141147348e-06,0.8363236655412715
5,50,1.1279550746437574e-06,0.9099334740080952
5,50,1.1279550746437574e-06,0.9099334740080952
5,50,1.1279550746437574e-06,0.9099334740080952
5,50,1.1279550746437574e-06,0.9099334740080952
5,60,1.1586112701217132e-06,0.9931142204546226
5,60,1.1586112701217132e-06,0.9931142204546226
5,60,1.1586112701217132e-06,0.9931142204546226
5,60,1.1586112701217132e-06,0.9931142204546226
5,10,4.3991979348194145e-07,0.6394990855418483
5,10,4.402378488375847e-07,0.6388661047440827
5,10,4.3991979348194145e-07,0.6394990855418483
5,10,4.402378488375847e-07,0.6388661047440827
5,20,8.495263588669788e-07,0.687211592331626
5,20,8.495263588669788e-07,0.687211592331626
5,20,8.495263588669788e-07,0.687211592331626
5,20,8.495263588669788e-07,0.687211592331626
5,30,1.0510260487714973e-06,0.7496750988277835
5,30,1.0510260487714973e-06,0.7496750988277835
5,30,1.0500469056119647e-06,0.7552408302184291
5,30,1.0510260487714973e-06,0.7496750988277835
5,40,1.1102399386582767e-06,0.8357383257568016
5,40,1.1102399386582767e-06,0.8357383257568016
5,40,1.1102399386582767e-06,0.8357383257568016
5,40,1.1102399386582767e-06,0.8357383257568016
5,50,1.1281520744540876e-06,0.910370030347505
5,50,1.1279550746437574e-06,0.9099334740080952
5,50,1.1279550746437574e-06,0.9099334740080952
5,50,1.1279550746437574e-06,0.9099334740080952
5,60,1.159019918551832e-06,0.9932418591409838
5,60,1.159019918551832e-06,0.9932418591409838
5,60,1.1586112701217132e-06,0.9931142204546226
5,60,1.159019918551832e-06,0.9932418591409838
6,10,4.402378488375847e-07,0.6388661047440827
6,10,4.402378488375847e-07,0.6388661047440827
6,10,4.3991979348194145e-07,0.6394990855418483
6,10,4.402378488375847e-07,0.6388661047440827
6,20,8.495263588669788e-07,0.687211592331626
6,20,8.495263588669788e-07,0.687211592331626
6,20,8.495263588669788e-07,0.687211592331626
6,20,8.49756067814213e-07,0.6882182054485315
6,30,1.0510260487714973e-06,0.7496750988277835
6,30,1.050842365258614e-06,0.7487619889753369
6,30,1.051321001415456e-06,0.7502410598449814
6,30,1.050842365258614e-06,0.7487619889753369
6,40,1.1102399386582767e-06,0.8357383257568016
6,40,1.110226141147348e-06,0.8363236655412715
6,40,1.110226141147348e-06,0.8363236655412715
6,40,1.1102399386582767e-06,0.8357383257568016
6,50,1.1281520744540876e-06,0.910370030347505
6,50,1.1279550746437574e-06,0.9099334740080952
6,50,1.1279550746437574e-06,0.9099334740080952
6,50,1.1279550746437574e-06,0.9099334740080952
6,60,1.1586112701217132e-06,0.9931142204546226
6,60,1.1586112701217132e-06,0.9931142204546226
6,60,1.1586112701217132e-06,0.9931142204546226
6,60,1.159019918551832e-06,0.9932418591409838
6,10,4.402378488375847e-07,0.6388661047440827
6,10,4.402378488375847e-07,0.6388661047440827
6,10,4.3991979348194145e-07,0.6394990855418483
6,10,4.402378488375847e-07,0.6388661047440827
6,20,8.499470354251499e-07,0.6881410900267889
6,20,8.495263588669788e-07,0.687211592331626
6,20,8.49756067814213e-07,0.6882182054485315
6,20,8.495263588669788e-07,0.687211592331626
6,30,1.0510260487714973e-06,0.7496750988277835
6,30,1.050842365258614e-06,0.7487619889753369
6,30,1.0510260487714973e-06,0.7496750988277835
6,30,1.050842365258614e-06,0.7487619889753369
6,40,1.110226141147348e-06,0.8363236655412715
6,40,1.1102399386582767e-06,0.8357383257568016
6,40,1.110226141147348e-06,0.8363236655412715
6,40,1.110226141147348e-06,0.8363236655412715
6,50,1.1279550746437574e-06,0.9099334740080952
6,50,1.1281520744540876e-06,0.910370030347505
6,50,1.1283088576933406e-06,0.9105004123879719
6,50,1.1279550746437574e-06,0.9099334740080952
6,60,1.159019918551832e-06,0.9932418591409838
6,60,1.159019918551832e-06,0.9932418591409838
6,60,1.1586112701217132e-06,0.9931142204546226
6,60,1.163698527553636e-06,0.9917742616479507
6,10,4.402378488375847e-07,0.6388661047440827
6,10,4.402378488375847e-07,0.6388661047440827
6,10,4.3991979348194145e-07,0.6394990855418483
6,10,4.3991979348194145e-07,0.6394990855418483
6,20,8.495263588669788e-07,0.687211592331626
6,20,8.495263588669788e-07,0.687211592331626
6,20,8.495263588669788e-07,0.687211592331626
6,20,8.495263588669788e-07,0.687211592331626
6,30,1.0510260487714973e-06,0.7496750988277835
6,30,1.0510260487714973e-06,0.7496750988277835
6,30,1.050842365258614e-06,0.7487619889753369
6,30,1.0510260487714973e-06,0.7496750988277835
6,40,1.110226141147348e-06,0.8363236655412715
6,40,1.1102399386582767e-06,0.8357383257568016
6,40,1.110226141147348e-06,0.8363236655412715
6,40,1.1102399386582767e-06,0.8357383257568016
6,50,1.1281520744540876e-06,0.910370030347505
6,50,1.1281520744540876e-06,0.910370030347505
6,50,1.1281520744540876e-06,0.910370030347505
6,50,1.1279550746437574e-06,0.9099334740080952
6,60,1.159019918551832e-06,0.9932418591409838
6,60,1.1586112701217132e-06,0.9931142204546226
6,60,1.1586112701217132e-06,0.9931142204546226
6,60,1.159019918551832e-06,0.9932418591409838
6,10,4.3991979348194145e-07,0.6394990855418483
6,10,4.402378488375847e-07,0.6388661047440827
6,10,4.402378488375847e-07,0.6388661047440827
6,10,4.40344862097301e-07,0.6378573988798945
6,20,8.556887722906863e-07,0.6864436443668149
6,20,8.495263588669788e-07,0.687211592331626
6,20,8.495263588669788e-07,0.687211592331626
6,20,8.49756067814213e-07,0.6882182054485315
6,30,1.0510260487714973e-06,0.7496750988277835
6,30,1.050842365258614e-06,0.7487619889753369
6,30,1.0510260487714973e-06,0.7496750988277835
6,30,1.0510260487714973e-06,0.7496750988277835
6,40,1.110226141147348e-06,0.8363236655412715
6,40,1.1102399386582767e-06,0.8357383257568016
6,40,1.1102399386582767e-06,0.8357383257568016
6,40,1.110226141147348e-06,0.8363236655412715
6,50,1.1281520744540876e-06,0.910370030347505
6,50,1.1283088576933406e-06,0.9105004123879719
6,50,1.1279550746437574e-06,0.9099334740080952
6,50,1.1279550746437574e-06,0.9099334740080952
6,60,1.1571109799978305e-06,1.0003543947312938
6,60,1.159019918551832e-06,0.9932418591409838
6,60,1.1571109799978305e-06,1.0003543947312938
6,60,1.1586112701217132e-06,0.9931142204546226
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.3991979348194145e-07,0.6394990855418483
7,10,4.402378488375847e-07,0.6388661047440827
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.495263588669788e-07,0.687211592331626
7,30,1.050842365258614e-06,0.7487619889753369
7,30,1.050842365258614e-06,0.7487619889753369
7,30,1.050842365258614e-06,0.7487619889753369
7,30,1.050842365258614e-06,0.7487619889753369
7,40,1.1097826464882212e-06,0.8425881224674752
7,40,1.1102399386582767e-06,0.8357383257568016
7,40,1.1102399386582767e-06,0.8357383257568016
7,40,1.1102399386582767e-06,0.8357383257568016
7,50,1.1279550746437574e-06,0.9099334740080952
7,50,1.1279550746437574e-06,0.9099334740080952
7,50,1.1279550746437574e-06,0.9099334740080952
7,50,1.1279550746437574e-06,0.9099334740080952
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.159019918551832e-06,0.9932418591409838
7,60,1.1586112701217132e-06,0.9931142204546226
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.402378488375847e-07,0.6388661047440827
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.49756067814213e-07,0.6882182054485315
7,20,8.49756067814213e-07,0.6882182054485315
7,30,1.050842365258614e-06,0.7487619889753369
7,30,1.050842365258614e-06,0.7487619889753369
7,30,1.0510260487714973e-06,0.7496750988277835
7,30,1.050842365258614e-06,0.7487619889753369
7,40,1.1102399386582767e-06,0.8357383257568016
7,40,1.1102399386582767e-06,0.8357383257568016
7,40,1.110226141147348e-06,0.8363236655412715
7,40,1.110226141147348e-06,0.8363236655412715
7,50,1.1279550746437574e-06,0.9099334740080952
7,50,1.1279550746437574e-06,0.9099334740080952
7,50,1.1279550746437574e-06,0.9099334740080952
7,50,1.1281520744540876e-06,0.910370030347505
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.1586112701217132e-06,0.9931142204546226
7,10,4.3991979348194145e-07,0.6394990855418483
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.402378488375847e-07,0.6388661047440827
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.49756067814213e-07,0.6882182054485315
7,30,1.050842365258614e-06,0.7487619889753369
7,30,1.050842365258614e-06,0.7487619889753369
7,30,1.051321001415456e-06,0.7502410598449814
7,30,1.050842365258614e-06,0.7487619889753369
7,40,1.110226141147348e-06,0.8363236655412715
7,40,1.1102399386582767e-06,0.8357383257568016
7,40,1.1102399386582767e-06,0.8357383257568016
7,40,1.1102399386582767e-06,0.8357383257568016
7,50,1.1279550746437574e-06,0.9099334740080952
7,50,1.1279550746437574e-06,0.9099334740080952
7,50,1.1281520744540876e-06,0.910370030347505
7,50,1.1279550746437574e-06,0.9099334740080952
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.159019918551832e-06,0.9932418591409838
7,60,1.1586112701217132e-06,0.9931142204546226
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.402378488375847e-07,0.6388661047440827
7,10,4.3991979348194145e-07,0.6394990855418483
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.495263588669788e-07,0.687211592331626
7,20,8.495263588669788e-07,0.687211592331626
7,30,1.050842365258614e-06,0.7487619889753369
7,30,1.0510260487714973e-06,0.7496750988277835
7,30,1.050842365258614e-06,0.7487619889753369
7,30,1.050842365258614e-06,0.7487619889753369
7,40,1.1102399386582767e-06,0.8357383257568016
7,40,1.1102399386582767e-06,0.8357383257568016
7,40,1.1102399386582767e-06,0.8357383257568016
7,40,1.1102399386582767e-06,0.8357383257568016
7,50,1.1279550746437574e-06,0.9099334740080952
7,50,1.1281520744540876e-06,0.910370030347505
7,50,1.1281520744540876e-06,0.910370030347505
7,50,1.1279550746437574e-06,0.9099334740080952
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.1586112701217132e-06,0.9931142204546226
7,60,1.159019918551832e-06,0.9932418591409838
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.554590633434521e-07,0.6854388647503319
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1097826464882212e-06,0.8425881224674752
8,50,1.133827648596833e-06,0.9081244852076106
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,60,1.1586112701217132e-06,0.9931142204546226
8,60,1.1586112701217132e-06,0.9931142204546226
8,60,1.1586112701217132e-06,0.9931142204546226
8,60,1.1586112701217132e-06,0.9931142204546226
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.3770916925929655e-07,0.6448902400443471
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,60,1.1586112701217132e-06,0.9931142204546226
8,60,1.1586112701217132e-06,0.9931142204546226
8,60,1.1586112701217132e-06,0.9931142204546226
8,60,1.1586112701217132e-06,0.9931142204546226
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,60,1.1586112701217132e-06,0.9931142204546226
8,60,1.1586112701217132e-06,0.9931142204546226
8,60,1.1586112701217132e-06,0.9931142204546226
8,60,1.1586112701217132e-06,0.9931142204546226
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,10,4.402378488375847e-07,0.6388661047440827
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,20,8.495263588669788e-07,0.687211592331626
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,30,1.050842365258614e-06,0.7487619889753369
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1102399386582767e-06,0.8357383257568016
8,40,1.1097826464882212e-06,0.8425881224674752
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,50,1.1279550746437574e-06,0.9099334740080952
8,60,1.1586112701217132e-06,0.9931142204546226
