DATETIME,price
2014-03-13 23:00:00,241.19999999999993
2014-03-14 23:00:00,
2014-03-17 01:01:39,239.11249999999995
2014-03-17 01:32:56,239.08749999999995
2014-03-17 02:04:13,239.13749999999993
2014-03-17 02:35:41,239.22499999999994
2014-03-17 03:07:01,239.27499999999995
2014-03-17 03:39:20,239.17499999999998
2014-03-17 04:10:40,239.27499999999995
2014-03-17 04:42:05,239.22499999999994
2014-03-17 05:13:30,239.37499999999994
2014-03-17 23:00:00,239.69999999999993
2014-03-18 01:01:17,241.2249999999999
2014-03-18 01:33:13,240.71249999999995
2014-03-18 02:59:54,240.33749999999995
2014-03-18 23:00:00,
2014-03-19 01:01:46,242.275
2014-03-19 01:32:58,242.22499999999994
2014-03-19 02:04:20,241.57499999999993
2014-03-19 02:35:49,241.57499999999993
2014-03-19 03:06:58,241.63749999999993
2014-03-19 03:38:12,241.23499999999996
2014-03-19 04:09:24,241.42499999999995
2014-03-19 04:40:36,242.12499999999991
2014-03-19 05:11:50,242.025
2014-03-19 23:00:00,241.39999999999998
2014-03-20 01:01:30,238.98749999999995
2014-03-20 01:33:32,238.32499999999993
2014-03-20 02:06:39,238.77499999999995
2014-03-20 02:38:41,238.52499999999995
2014-03-20 23:00:00,238.24999999999994
2014-03-21 01:01:22,239.63749999999993
2014-03-21 01:33:26,239.44999999999993
2014-03-21 02:05:44,239.32499999999993
2014-03-21 02:41:30,239.77499999999995
2014-03-21 03:16:56,239.57499999999993
2014-03-21 23:00:00,240.19999999999993
2014-03-24 23:00:00,
2014-03-25 01:01:30,241.26249999999993
2014-03-25 01:32:54,241.73749999999995
2014-03-25 02:04:16,241.57499999999993
2014-03-25 02:35:36,241.67499999999995
2014-03-25 03:06:53,241.87499999999994
2014-03-25 03:38:07,241.97499999999994
2014-03-25 04:09:19,242.07499999999996
2014-03-25 04:40:45,241.92499999999998
2014-03-25 05:12:06,241.2874999999999
2014-03-25 23:00:00,241.54999999999995
2014-03-26 01:01:19,243.86249999999993
2014-03-26 01:33:12,243.99499999999986
2014-03-26 02:06:52,244.37499999999986
2014-03-26 02:41:37,244.37499999999986
2014-03-26 03:15:05,244.47499999999988
2014-03-26 23:00:00,244.9499999999999
2014-03-27 01:01:16,245.16249999999988
2014-03-27 02:03:15,245.52499999999984
2014-03-27 03:06:11,245.12499999999986
2014-03-27 04:09:22,245.59999999999988
2014-03-27 05:11:03,246.52499999999986
2014-03-27 23:00:00,246.04999999999995
2014-03-28 01:11:59,246.3749999999999
2014-03-28 02:15:06,246.96499999999992
2014-03-28 03:16:46,246.92499999999995
2014-03-28 04:19:42,246.4749999999999
2014-03-28 05:21:06,246.70624999999995
2014-03-28 23:00:00,246.3499999999999
2014-03-31 01:01:32,247.51249999999993
2014-03-31 02:03:07,247.42499999999995
2014-03-31 03:04:23,247.42499999999995
2014-03-31 04:05:34,246.79999999999984
2014-03-31 05:07:04,247.11249999999995
2014-03-31 23:00:00,246.89999999999986
2014-04-01 23:00:00,248.3499999999999
2014-04-02 01:01:16,249.42499999999995
2014-04-02 02:02:42,248.9749999999999
2014-04-02 03:04:44,249.02499999999986
2014-04-02 04:06:50,248.92499999999995
2014-04-02 05:08:06,248.9749999999999
2014-04-02 23:00:00,248.9999999999999
2014-04-03 23:00:00,249.19999999999993
2014-04-04 23:00:00,249.89999999999986
2014-04-07 23:00:00,249.04999999999995
2014-04-08 01:01:29,248.13749999999993
2014-04-08 02:03:00,249.17499999999995
2014-04-08 03:04:36,250.18499999999995
2014-04-08 04:09:51,250.2249999999999
2014-04-08 05:11:37,250.67499999999995
2014-04-08 23:00:00,
2014-04-09 23:00:00,
2014-04-10 23:00:00,
2014-04-11 01:05:03,249.07499999999993
2014-04-11 02:08:43,248.7249999999999
2014-04-11 03:10:28,249.4749999999999
2014-04-11 04:15:55,249.27499999999986
2014-04-11 23:00:00,249.3499999999999
2014-04-14 01:01:35,249.0999999999999
2014-04-14 02:02:51,249.7249999999999
2014-04-14 03:04:12,250.57499999999993
2014-04-14 04:05:31,250.17499999999995
2014-04-14 23:00:00,250.2499999999999
2014-04-15 01:14:14,250.57499999999993
2014-04-15 02:16:27,249.89999999999986
2014-04-15 03:18:43,249.6874999999999
2014-04-15 04:25:26,249.02499999999986
2014-04-15 05:28:20,249.02499999999986
2014-04-15 23:00:00,249.0999999999999
2014-04-16 01:13:56,248.7249999999999
2014-04-16 02:16:43,248.02499999999986
2014-04-16 03:18:32,249.27499999999986
2014-04-16 04:25:37,249.8749999999999
2014-04-16 05:28:31,249.77499999999986
2014-04-16 23:00:00,249.7499999999999
2014-04-17 01:09:33,250.3749999999999
2014-04-17 02:12:39,249.3749999999999
2014-04-17 03:17:30,248.8124999999999
2014-04-17 04:22:52,248.8749999999999
2014-04-17 05:27:49,248.8749999999999
2014-04-17 23:00:00,249.3499999999999
2014-04-18 23:00:00,251.2499999999999
2014-04-21 23:00:00,250.89999999999986
2014-04-22 23:00:00,250.7499999999999
2014-04-23 23:00:00,250.44999999999993
2014-04-24 23:00:00,249.7499999999999
2014-04-25 23:00:00,246.29999999999995
2014-04-28 02:02:11,246.19999999999993
2014-04-28 03:19:37,246.82499999999993
2014-04-28 04:30:14,246.8749999999999
2014-04-28 23:00:00,
2014-04-29 01:04:43,246.57499999999993
2014-04-29 23:00:00,
2014-04-30 01:05:01,245.68124999999986
2014-04-30 02:17:33,245.67499999999995
2014-04-30 03:23:35,245.42499999999993
2014-04-30 04:35:56,244.73749999999993
2014-04-30 23:00:00,243.89999999999995
2014-05-02 23:00:00,244.1999999999999
2014-05-07 01:01:22,244.22499999999988
2014-05-07 02:03:20,242.82499999999996
2014-05-07 03:08:23,241.52499999999998
2014-05-07 04:13:26,240.97499999999994
